Date: 2023/06/19   15:26:55
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,87.1,-0.160,0.157,1.021,2.5,Auto,0,15.0,
1,88.0,-0.024,0.067,1.033,2.5,Auto,0,15.0,
2,88.0,-0.024,0.067,1.033,2.5,Auto,0,15.0,
3,87.7,-0.003,-0.065,1.046,2.5,Auto,0,15.0,
4,84.6,-0.028,0.010,1.039,2.5,Auto,0,15.0,
5,82.2,-0.024,0.001,1.023,2.5,Auto,0,15.0,
6,82.2,-0.024,0.001,1.023,2.5,Auto,0,15.0,
7,82.8,-0.024,0.001,1.031,2.5,Auto,0,15.0,
8,81.5,-0.033,-0.008,1.037,2.5,Auto,0,15.0,
9,73.8,-0.027,-0.007,1.026,2.5,Auto,0,15.0,
10,73.8,-0.027,-0.007,1.026,2.7,Auto,0,15.0,
11,79.0,-0.021,0.003,1.028,2.7,Auto,0,15.0,
12,84.3,-0.019,-0.010,1.036,2.7,Auto,0,15.0,
13,85.3,-0.026,-0.002,1.034,2.7,Auto,0,15.0,
14,85.3,-0.026,-0.002,1.034,2.5,Auto,0,15.0,
15,75.3,-0.030,-0.007,1.031,2.5,Auto,0,15.0,
16,86.2,-0.018,-0.001,1.025,2.5,Auto,0,15.0,
17,84.0,-0.033,-0.008,1.034,2.8,Auto,0,15.0,
18,84.0,-0.033,-0.008,1.034,2.8,Auto,0,15.0,
19,80.0,-0.016,-0.008,1.032,2.8,Auto,0,15.0,
20,80.0,-0.016,-0.008,1.032,2.8,Auto,0,15.0,
21,76.0,-0.025,-0.008,1.038,2.5,Auto,0,15.0,
22,76.0,-0.024,-0.005,1.036,2.5,Auto,0,15.0,
23,76.3,-0.030,-0.026,1.034,2.5,Auto,0,15.0,
24,83.4,-0.020,0.009,1.034,2.5,Auto,0,15.0,
25,83.4,-0.020,0.009,1.034,2.5,Auto,0,15.0,
26,86.8,-0.018,0.023,1.041,2.5,Auto,0,15.0,
27,92.1,-0.020,0.005,1.028,2.5,Auto,0,15.0,
28,96.7,-0.009,0.017,1.039,2.4,Auto,0,15.0,
29,96.7,-0.009,0.017,1.039,2.4,Auto,0,15.0,
30,100.1,-0.043,-0.053,1.037,2.4,Auto,0,15.0,
31,100.1,-0.043,-0.053,1.037,2.4,Auto,0,15.0,
32,101.7,-0.024,0.023,1.024,2.4,Auto,0,15.0,
33,101.7,-0.024,0.023,1.024,2.4,Auto,0,15.0,
34,103.5,-0.023,-0.004,1.037,2.4,Auto,0,15.0,
35,112.8,-0.026,0.004,1.028,2.4,Auto,0,15.0,
36,112.8,-0.026,0.004,1.028,2.3,Auto,0,15.0,
37,115.3,-0.010,-0.006,1.021,2.3,Auto,0,15.0,
38,120.3,-0.021,-0.010,1.022,2.3,Auto,0,15.0,
39,116.9,-0.014,-0.001,1.035,2.4,Auto,0,15.0,
40,130.2,-0.038,-0.001,1.024,2.4,Auto,0,15.0,
41,130.2,-0.038,-0.001,1.024,2.4,Auto,0,15.0,
42,129.9,-0.024,-0.000,1.036,2.4,Auto,0,15.0,
43,130.2,-0.020,-0.023,1.032,2.4,Auto,0,15.0,
44,130.2,-0.016,-0.007,1.037,2.4,Auto,0,15.0,
45,127.7,-0.021,-0.004,1.023,2.4,Auto,0,15.0,
46,132.7,-0.014,-0.011,1.027,2.4,Auto,0,15.0,
47,128.0,-0.010,-0.024,1.031,2.3,Auto,0,15.0,
48,136.4,-0.011,-0.013,1.029,2.3,Auto,0,15.0,
49,134.2,-0.019,-0.009,1.025,2.3,Auto,0,15.0,
50,141.4,-0.005,-0.044,1.030,2.3,Auto,0,15.0,
51,138.9,0.001,-0.029,1.023,2.4,Auto,0,15.0,
52,145.4,-0.028,-0.015,1.040,2.4,Auto,0,15.0,
53,145.4,-0.028,-0.015,1.040,2.4,Auto,0,15.0,
54,146.6,-0.027,0.002,1.034,2.6,Auto,0,15.0,
55,152.2,-0.010,0.025,1.041,2.6,Auto,0,15.0,
56,153.8,-0.008,0.001,1.054,2.6,Auto,0,15.0,
57,157.2,0.031,0.001,1.043,2.6,Auto,0,15.0,
58,157.2,0.031,0.001,1.043,2.6,Auto,0,15.0,
59,162.8,-0.062,-0.045,1.112,2.6,Auto,0,15.0,
60,162.8,-0.062,-0.045,1.112,2.6,Auto,0,15.0,
61,162.8,-0.062,-0.045,1.112,2.6,Auto,0,15.0,
62,164.9,-0.030,-0.097,1.102,2.3,Auto,0,15.0,
63,166.2,-0.068,-0.087,1.127,2.3,Auto,0,15.0,
64,166.2,-0.068,-0.087,1.127,2.3,Auto,0,15.0,
65,167.7,-0.028,-0.036,1.114,2.9,Auto,0,15.0,
66,167.7,-0.028,-0.036,1.114,2.9,Auto,0,15.0,
67,171.1,-0.026,-0.015,1.063,2.9,Auto,0,15.0,
68,171.1,-0.026,-0.015,1.063,2.9,Auto,0,15.0,
69,173.3,-0.029,0.012,1.019,1.8,Auto,0,15.0,
70,167.7,-0.047,0.000,1.021,1.8,Auto,0,15.0,
71,173.3,-0.055,0.010,1.033,1.8,Auto,0,15.0,
72,173.3,-0.055,0.010,1.033,1.8,Auto,0,15.0,
73,172.1,-0.089,-0.024,1.050,1.2,Auto,0,15.0,
74,167.1,-0.070,-0.016,1.065,1.2,Auto,0,15.0,
75,170.8,-0.074,-0.044,1.064,1.2,Auto,0,15.0,
76,170.8,-0.074,-0.044,1.064,0.9,Auto,0,15.0,
77,169.6,-0.043,-0.021,1.064,0.9,Auto,0,15.0,
78,171.1,-0.055,-0.016,1.040,0.9,Auto,0,15.0,
79,170.5,-0.066,-0.002,1.024,0.9,Auto,0,15.0,
80,170.5,-0.066,-0.002,1.024,1.7,Auto,0,15.0,
81,174.2,-0.058,0.013,1.006,1.7,Auto,0,15.0,
82,174.2,-0.058,0.013,1.006,1.7,Auto,0,15.0,
83,171.1,-0.075,0.013,1.012,1.7,Auto,0,15.0,
84,171.1,-0.075,0.013,1.012,1.2,Auto,0,15.0,
85,174.5,-0.068,-0.004,1.030,1.2,Auto,0,15.0,
86,174.2,-0.053,-0.015,1.013,1.2,Auto,0,15.0,
87,173.6,-0.057,-0.033,1.008,1.9,Auto,0,15.0,
88,174.2,-0.039,-0.016,1.012,1.9,Auto,0,15.0,
89,174.2,-0.039,-0.016,1.012,1.9,Auto,0,15.0,
90,175.2,-0.038,0.029,0.973,1.9,Auto,0,15.0,
91,175.2,-0.038,0.029,0.973,2.5,Auto,0,15.0,
92,175.2,-0.038,0.029,0.973,2.5,Auto,0,15.0,
93,175.2,-0.038,0.029,0.973,2.5,Auto,0,15.0,
94,175.5,-0.027,-0.019,1.037,2.5,Auto,0,15.0,
95,175.5,-0.027,-0.019,1.037,2.2,Auto,0,15.0,
96,176.4,-0.031,-0.019,1.037,2.2,Auto,0,15.0,
97,176.4,-0.031,-0.019,1.037,2.2,Auto,0,15.0,
98,174.8,-0.042,-0.009,1.015,2.3,Auto,0,15.0,
99,174.8,-0.042,-0.009,1.015,2.3,Auto,0,15.0,
100,173.0,-0.056,0.016,1.012,2.3,Auto,0,15.0,
101,173.0,-0.056,0.016,1.012,2.3,Auto,0,15.0,
102,171.1,-0.049,0.010,1.006,2.6,Auto,0,15.0,
103,171.1,-0.049,0.010,1.006,2.6,Auto,0,15.0,
104,171.7,-0.084,-0.004,1.013,2.6,Auto,0,15.0,
105,173.0,-0.094,-0.001,1.021,2.6,Auto,0,15.0,
106,173.3,-0.082,-0.007,1.020,2.7,Auto,0,15.0,
