Date: 2023/08/29   10:17:56
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,33.0,-0.014,0.027,1.032,2.5,Auto,0,15.0,
1,33.0,-0.014,0.027,1.032,2.5,Auto,0,15.0,
2,33.9,-0.020,0.030,1.040,2.5,Auto,0,15.0,
3,33.9,-0.020,0.030,1.040,2.6,Auto,0,15.0,
4,31.5,-0.028,0.020,1.040,2.6,Auto,0,15.0,
5,33.8,-0.022,0.026,1.044,2.6,Auto,0,15.0,
6,33.8,-0.022,0.026,1.044,2.5,Auto,0,15.0,
7,33.3,-0.005,0.020,1.006,2.5,Auto,0,15.0,
8,33.0,-0.034,0.037,1.032,2.5,Auto,0,15.0,
9,28.9,-0.014,0.028,1.034,2.5,Auto,0,15.0,
10,33.3,-0.017,0.032,1.044,2.7,Auto,0,15.0,
11,33.3,-0.017,0.032,1.044,2.7,Auto,0,15.0,
12,33.8,-0.018,0.028,1.027,2.7,Auto,0,15.0,
13,30.3,-0.026,0.037,1.025,2.7,Auto,0,15.0,
14,33.9,-0.022,0.031,1.040,2.4,Auto,0,15.0,
15,33.9,-0.022,0.031,1.040,2.4,Auto,0,15.0,
16,33.9,-0.025,0.019,1.036,2.4,Auto,0,15.0,
17,30.1,-0.031,0.020,1.039,2.5,Auto,0,15.0,
18,30.1,-0.031,0.020,1.039,2.5,Auto,0,15.0,
19,33.9,-0.029,0.015,1.033,2.5,Auto,0,15.0,
20,33.6,-0.020,0.014,1.040,2.5,Auto,0,15.0,
21,34.4,-0.025,0.023,1.027,2.6,Auto,0,15.0,
22,33.8,-0.040,0.018,1.028,2.6,Auto,0,15.0,
23,33.8,-0.040,0.018,1.028,2.6,Auto,0,15.0,
24,31.0,-0.030,0.018,1.025,2.6,Auto,0,15.0,
25,33.4,-0.020,0.027,1.041,2.7,Auto,0,15.0,
26,33.9,-0.025,0.024,1.030,2.7,Auto,0,15.0,
27,33.6,-0.034,0.032,1.032,2.7,Auto,0,15.0,
28,33.6,-0.034,0.032,1.032,2.6,Auto,0,15.0,
29,32.1,-0.015,0.023,1.042,2.6,Auto,0,15.0,
30,33.0,-0.016,0.023,1.033,2.6,Auto,0,15.0,
31,33.0,-0.016,0.023,1.033,2.6,Auto,0,15.0,
32,33.9,-0.030,0.031,1.036,2.6,Auto,0,15.0,
33,35.7,0.003,0.010,1.032,2.6,Auto,0,15.0,
34,36.0,-0.038,0.034,1.042,2.6,Auto,0,15.0,
35,36.0,-0.038,0.034,1.042,2.6,Auto,0,15.0,
36,32.9,-0.030,0.025,1.033,2.3,Auto,0,15.0,
37,32.9,-0.030,0.025,1.033,2.3,Auto,0,15.0,
38,35.1,-0.018,0.020,1.035,2.3,Auto,0,15.0,
39,35.1,-0.018,0.020,1.035,2.5,Auto,0,15.0,
40,35.4,-0.016,0.024,1.047,2.5,Auto,0,15.0,
41,27.0,-0.006,0.037,1.070,2.5,Auto,0,15.0,
42,35.4,-0.027,-0.059,1.041,2.5,Auto,0,15.0,
43,34.8,-0.023,0.020,1.059,2.7,Auto,0,15.0,
44,35.1,-0.049,0.031,1.023,2.7,Auto,0,15.0,
45,35.1,-0.049,0.031,1.023,2.7,Auto,0,15.0,
46,35.3,-0.049,-0.002,1.010,2.7,Auto,0,15.0,
47,36.3,-0.030,0.031,1.042,2.5,Auto,0,15.0,
48,32.9,-0.033,0.008,1.036,2.5,Auto,0,15.0,
49,35.5,-0.035,0.000,1.037,2.5,Auto,0,15.0,
50,36.3,-0.029,0.010,1.025,2.6,Auto,0,15.0,
51,35.5,-0.031,0.012,1.026,2.6,Auto,0,15.0,
52,36.3,-0.033,0.007,1.038,2.6,Auto,0,15.0,
53,36.3,-0.033,0.007,1.038,2.6,Auto,0,15.0,
54,36.0,-0.041,0.014,1.028,2.5,Auto,0,15.0,
55,36.0,-0.021,0.014,1.031,2.5,Auto,0,15.0,
56,36.8,-0.019,0.018,1.036,2.5,Auto,0,15.0,
57,36.6,-0.030,0.022,1.038,2.5,Auto,0,15.0,
58,36.6,-0.030,0.022,1.038,2.5,Auto,0,15.0,
59,36.6,-0.018,0.026,1.026,2.5,Auto,0,15.0,
60,36.8,-0.028,0.028,1.041,2.5,Auto,0,15.0,
61,37.2,-0.008,0.014,1.028,2.5,Auto,0,15.0,
62,37.2,-0.008,0.014,1.028,2.5,Auto,0,15.0,
63,34.0,-0.027,0.040,1.074,2.5,Auto,0,15.0,
64,34.0,-0.027,0.040,1.074,2.5,Auto,0,15.0,
65,35.9,-0.038,-0.019,0.996,2.7,Auto,0,15.0,
66,35.9,-0.038,-0.019,0.996,2.7,Auto,0,15.0,
67,33.9,-0.031,0.021,1.046,2.7,Auto,0,15.0,
68,33.9,-0.031,0.021,1.046,2.7,Auto,0,15.0,
69,35.7,-0.051,0.022,1.014,2.6,Auto,0,15.0,
70,37.6,-0.021,-0.020,1.028,2.6,Auto,0,15.0,
71,37.6,-0.021,-0.020,1.028,2.6,Auto,0,15.0,
72,38.3,-0.039,-0.002,1.042,2.7,Auto,0,15.0,
73,38.4,-0.020,-0.042,1.073,2.7,Auto,0,15.0,
74,38.4,-0.020,-0.042,1.073,2.7,Auto,0,15.0,
75,41.1,-0.011,-0.025,1.037,2.7,Auto,0,15.0,
76,42.1,-0.030,-0.011,1.051,2.6,Auto,0,15.0,
77,43.8,-0.042,-0.012,1.058,2.6,Auto,0,15.0,
78,44.5,-0.039,-0.021,1.066,2.6,Auto,0,15.0,
79,47.9,-0.030,-0.028,1.074,2.6,Auto,0,15.0,
80,47.9,-0.030,-0.028,1.074,2.7,Auto,0,15.0,
81,49.0,-0.030,-0.035,1.081,2.7,Auto,0,15.0,
82,49.9,-0.015,-0.040,1.096,2.7,Auto,0,15.0,
83,51.4,0.021,-0.046,1.099,3.8,Auto,0,15.0,
84,51.4,0.021,-0.046,1.099,3.8,Auto,0,15.0,
85,52.8,-0.018,-0.022,1.085,3.8,Auto,0,15.0,
86,54.9,-0.025,-0.037,1.101,3.8,Auto,0,15.0,
87,58.6,0.015,-0.026,1.141,2.6,Auto,0,15.0,
88,53.9,-0.025,-0.031,1.146,2.6,Auto,0,15.0,
89,53.9,-0.025,-0.031,1.146,2.6,Auto,0,15.0,
90,60.8,-0.029,-0.069,1.137,2.6,Auto,0,15.0,
91,61.6,-0.031,-0.031,1.087,1.8,Auto,0,15.0,
92,61.9,-0.013,-0.042,1.060,1.8,Auto,0,15.0,
93,61.9,-0.013,-0.042,1.060,1.8,Auto,0,15.0,
94,61.5,-0.002,-0.006,1.028,1.5,Auto,0,15.0,
95,61.5,-0.002,-0.006,1.028,1.5,Auto,0,15.0,
96,59.4,0.032,-0.014,1.019,1.5,Auto,0,15.0,
97,59.4,0.032,-0.014,1.019,1.5,Auto,0,15.0,
98,61.3,0.024,0.013,1.001,1.1,Auto,0,15.0,
99,60.8,-0.068,0.020,1.001,1.1,Auto,0,15.0,
100,61.0,-0.076,0.040,1.003,1.1,Auto,0,15.0,
101,61.0,-0.076,0.040,1.003,1.1,Auto,0,15.0,
102,56.7,-0.066,0.010,0.994,1.9,Auto,0,15.0,
103,56.7,-0.066,0.010,0.994,1.9,Auto,0,15.0,
104,54.8,-0.062,-0.003,1.003,1.9,Auto,0,15.0,
105,54.8,-0.062,-0.003,1.003,1.4,Auto,0,15.0,
106,58.9,-0.092,0.003,1.007,1.4,Auto,0,15.0,
107,58.9,-0.092,0.003,1.007,1.4,Auto,0,15.0,
108,59.1,-0.092,-0.006,1.006,1.4,Auto,0,15.0,
109,59.4,-0.098,-0.005,0.990,2.0,Auto,0,15.0,
110,59.4,-0.098,-0.005,0.990,2.0,Auto,0,15.0,
111,60.6,-0.095,-0.027,0.991,2.0,Auto,0,15.0,
112,60.6,-0.095,-0.027,0.991,2.0,Auto,0,15.0,
113,60.0,-0.098,-0.061,1.015,2.2,Auto,0,15.0,
114,64.2,-0.155,-0.027,1.029,2.2,Auto,0,15.0,
115,64.2,-0.155,-0.027,1.029,2.2,Auto,0,15.0,
116,65.4,-0.168,-0.035,1.014,3.1,Auto,0,15.0,
117,66.3,-0.175,-0.035,1.008,3.1,Auto,0,15.0,
118,65.4,-0.191,-0.035,1.017,3.1,Auto,0,15.0,
119,68.1,-0.161,-0.054,1.019,3.1,Auto,0,15.0,
120,68.1,-0.161,-0.054,1.019,3.5,Auto,0,15.0,
121,67.3,-0.145,-0.072,1.036,3.5,Auto,0,15.0,
122,63.1,-0.145,-0.052,1.027,3.5,Auto,0,15.0,
123,62.4,-0.214,-0.017,1.025,3.5,Auto,0,15.0,
124,62.4,-0.214,-0.017,1.025,3.8,Auto,0,15.0,
125,62.1,-0.197,-0.056,1.007,3.8,Auto,0,15.0,
126,57.0,-0.170,-0.054,1.012,3.8,Auto,0,15.0,
127,57.0,-0.193,-0.036,1.008,4.0,Auto,0,15.0,
128,57.0,-0.193,-0.036,1.008,4.0,Auto,0,15.0,
129,56.1,-0.161,-0.041,1.014,4.0,Auto,0,15.0,
130,54.9,-0.147,-0.036,0.999,4.0,Auto,0,15.0,
131,54.0,-0.161,-0.037,1.002,4.0,Auto,0,15.0,
132,54.0,-0.161,-0.037,1.002,4.0,Auto,0,15.0,
133,48.9,-0.167,-0.034,1.023,4.0,Auto,0,15.0,
134,51.4,-0.117,-0.047,1.017,4.0,Auto,0,15.0,
135,51.4,-0.117,-0.047,1.017,4.5,Auto,0,15.0,
136,51.4,-0.117,-0.047,1.017,4.5,Auto,0,15.0,
137,49.2,-0.144,-0.039,1.013,4.5,Auto,0,15.0,
138,49.0,-0.154,-0.035,1.011,4.9,Auto,0,15.0,
139,47.3,-0.149,-0.028,1.009,4.9,Auto,0,15.0,
140,46.8,-0.155,-0.030,0.992,4.9,Auto,0,15.0,
141,42.4,-0.149,-0.029,0.988,4.9,Auto,0,15.0,
142,42.4,-0.149,-0.029,0.988,5.2,Auto,0,15.0,
143,44.3,-0.144,-0.018,0.993,5.2,Auto,0,15.0,
144,43.8,-0.141,-0.031,1.014,5.2,Auto,0,15.0,
145,44.5,-0.134,-0.014,0.992,5.2,Auto,0,15.0,
146,44.5,-0.134,-0.014,0.992,5.7,Auto,0,15.0,
147,42.8,-0.134,-0.011,0.992,5.7,Auto,0,15.0,
148,45.1,-0.137,-0.005,0.977,5.7,Auto,0,15.0,
149,45.1,-0.137,-0.005,0.977,5.7,Auto,0,15.0,
150,44.9,-0.109,-0.014,0.983,5.7,Auto,0,15.0,
151,45.4,-0.114,-0.012,0.996,5.7,Auto,0,15.0,
152,43.6,-0.132,-0.014,0.998,5.7,Auto,0,15.0,
153,45.6,-0.133,-0.010,0.993,5.7,Auto,0,15.0,
154,45.6,-0.146,-0.008,1.018,5.7,Auto,0,15.0,
155,44.9,-0.138,0.001,1.003,5.7,Auto,0,15.0,
156,44.1,-0.138,-0.007,0.996,5.7,Auto,0,15.0,
157,44.1,-0.138,-0.007,0.996,6.0,Auto,0,15.0,
158,44.9,-0.122,-0.005,0.980,6.0,Auto,0,15.0,
159,44.9,-0.122,-0.005,0.980,6.0,Auto,0,15.0,
160,44.7,-0.119,-0.011,1.002,6.0,Auto,0,15.0,
161,45.0,-0.138,0.012,1.023,6.0,Auto,0,15.0,
162,44.4,-0.118,-0.000,1.026,6.0,Auto,0,15.0,
163,44.4,-0.118,-0.000,1.026,6.0,Auto,0,15.0,
164,43.6,-0.101,-0.016,1.012,6.1,Auto,0,15.0,
165,46.6,-0.117,-0.002,1.024,6.1,Auto,0,15.0,
166,48.0,-0.134,0.002,1.015,6.1,Auto,0,15.0,
167,48.0,-0.134,0.002,1.015,6.1,Auto,0,15.0,
168,52.6,-0.125,0.022,1.005,6.2,Auto,0,15.0,
