Date: 2023/12/11   16:38:46
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,388.5,0.022,0.025,0.907,2.2,Auto,0,15.0,
1,388.8,0.011,0.039,0.899,2.1,Auto,0,15.0,
2,388.8,0.011,0.039,0.899,2.1,Auto,0,15.0,
3,386.6,-0.006,0.083,0.902,2.1,Auto,0,15.0,
4,387.1,0.023,0.023,0.913,2.0,Auto,0,15.0,
5,385.8,0.010,0.026,0.924,2.0,Auto,0,15.0,
6,385.8,0.010,0.026,0.924,2.0,Auto,0,15.0,
7,387.3,0.020,0.038,0.907,2.0,Auto,0,15.0,
8,381.9,0.004,0.036,0.915,2.2,Auto,0,15.0,
9,393.3,0.017,0.036,0.917,2.2,Auto,0,15.0,
10,393.3,0.017,0.036,0.917,2.2,Auto,0,15.0,
11,396.4,0.010,0.033,0.903,2.2,Auto,0,15.0,
12,393.4,0.020,0.031,0.910,2.0,Auto,0,15.0,
13,393.1,0.021,0.050,0.907,2.0,Auto,0,15.0,
14,393.1,0.021,0.050,0.907,2.0,Auto,0,15.0,
15,383.3,-0.011,0.076,0.912,2.1,Auto,0,15.0,
16,390.8,0.006,0.016,0.916,2.1,Auto,0,15.0,
17,391.1,0.017,0.026,0.913,2.1,Auto,0,15.0,
18,390.0,0.010,0.034,0.920,2.1,Auto,0,15.0,
19,390.9,0.021,0.032,0.907,1.9,Auto,0,15.0,
20,390.9,0.021,0.032,0.907,1.9,Auto,0,15.0,
21,390.0,0.017,0.036,0.918,1.9,Auto,0,15.0,
22,390.0,0.017,0.036,0.918,1.9,Auto,0,15.0,
23,389.3,0.020,0.031,0.910,2.0,Auto,0,15.0,
24,389.3,0.020,0.031,0.910,2.0,Auto,0,15.0,
25,388.8,0.020,0.033,0.903,2.0,Auto,0,15.0,
26,389.8,0.022,0.042,0.920,2.2,Auto,0,15.0,
27,388.1,0.021,0.037,0.914,2.2,Auto,0,15.0,
28,393.9,0.011,0.045,0.922,2.2,Auto,0,15.0,
29,393.9,0.011,0.045,0.922,2.2,Auto,0,15.0,
30,392.3,0.018,0.038,0.905,2.2,Auto,0,15.0,
31,392.6,0.014,0.034,0.908,2.2,Auto,0,15.0,
32,392.6,0.014,0.034,0.908,2.2,Auto,0,15.0,
33,393.3,0.021,0.026,0.912,2.2,Auto,0,15.0,
34,396.1,0.010,0.033,0.919,2.2,Auto,0,15.0,
35,392.3,-0.008,0.029,0.909,2.2,Auto,0,15.0,
36,398.6,0.013,0.040,0.926,2.2,Auto,0,15.0,
37,398.6,0.013,0.040,0.926,2.1,Auto,0,15.0,
38,398.1,0.031,0.048,0.901,2.1,Auto,0,15.0,
39,400.2,0.024,0.038,0.905,2.1,Auto,0,15.0,
40,400.2,0.024,0.038,0.905,2.1,Auto,0,15.0,
41,401.1,0.010,0.028,0.909,2.2,Auto,0,15.0,
42,397.9,0.028,0.034,0.917,2.2,Auto,0,15.0,
43,402.3,0.012,0.031,0.915,2.2,Auto,0,15.0,
44,402.8,0.022,0.037,0.897,2.2,Auto,0,15.0,
