Date: 2023/12/11   09:10:59,,,,,,,,,,,,
Time,Grip Force_rd1(g),Height_rd1(cm),Grip Force_rd2(g),Height_rd2(cm),Grip Force_rd3(g),Height_rd3(cm),Grip Force_rd4(g),Height_rd4(cm),Grip Force_rd5(g),Height_rd5(cm),Grip Force_rd6(g),Height_rd6(cm)
269,195.6,8.1,148.8,6.4,108.9,2.6,94.5,2.9,100,2.1,304.9,6
270,195.6,8.1,150.4,6.4,109.3,2.6,94.5,2.9,102.8,2.1,304.2,6
271,196.5,8.1,151,6.4,109.3,2.7,93.6,2.9,101.7,2.2,304.2,6
272,196.5,8.1,150.9,6.6,109.8,2.7,94.2,2.9,102.5,2.2,303.1,6
273,196,8.3,148.3,6.6,109.8,2.7,94.3,2.5,102.6,2.2,299.7,6.2
274,196.8,8.3,150.8,6.6,110.5,2.8,94.3,2.5,102.8,2.2,299.7,6.2
275,195.9,8.3,150.8,6.6,110.5,2.8,92.1,2.5,102.8,2.3,299.7,6.2
276,195.9,8.3,150.8,6.5,110.4,2.8,92.3,2.7,102.8,2.3,299.3,6.2
277,199.2,7.7,149.1,6.5,110.3,2.8,90.1,2.7,102.9,2.3,297.8,6.2
278,199.7,7.7,149.5,6.5,110.5,2.5,93.1,2.7,102.8,2.3,295.5,6.2
279,197.3,7.7,149.5,6.5,110.5,2.5,90.9,2.7,103.2,2.5,295.5,6.2
280,197.3,7.7,150,6.2,110.4,2.5,93.5,3,103.2,2.5,292.3,6.2
281,200.1,8,150.2,6.2,110.4,2.5,93,3,102.8,2.5,293.3,6.2
282,201.6,8,151,6.2,111.5,2.5,93,3,103.5,2.3,294,6.2
283,202.5,8,151,6.4,111.5,2.5,92.7,3,103.5,2.3,294,6.2
284,204.3,7.8,150,6.4,110.4,2.5,92.8,2.5,103.5,2.3,294.8,6.5
285,204.4,7.8,150.4,6.4,110.7,3,92.4,2.5,102.1,2.3,296.1,6.5
286,205.8,7.8,149.5,6.4,110.5,3,92.4,2.5,102.3,2.2,296.1,6.5
287,205.7,7.8,149.5,6.4,110.5,3,92.8,2.8,102.3,2.2,296.1,6.5
288,205.7,8,149.3,6.4,108.8,3,94.6,2.8,101.7,2.2,295.3,6.1
289,205.3,8,150,6.4,110.4,2.8,94.6,2.8,102.5,2.2,294.9,6.1
290,204.3,8,149.1,6.4,110.7,2.8,92.7,2.8,102.9,2.6,293.6,6.1
291,207.3,8,149.1,6.4,110.7,2.8,92.7,2.8,102.9,2.6,289.8,6.3
292,209.8,7.8,149.5,6.4,107.5,2.8,95.4,2.8,100.3,2.6,289.8,6.3
293,209.8,7.8,149.8,6.4,107.3,2.5,95.4,2.8,100.3,2,287.3,6.3
294,211.5,7.8,150.8,6.4,107.3,2.5,93.8,2.8,101.1,2,287.3,6.3
295,211.8,7.9,150.8,6.4,108.5,2.5,93.8,2.9,101.1,2,288.3,6.1
296,210.3,7.9,150.3,6.4,108.5,2.8,94,2.9,97.8,2,290.7,6.1
297,210.3,7.9,150.4,6.4,108.5,2.8,94,2.9,99.1,1.9,290.6,6.1
298,208.9,7.9,150.9,6.5,108.5,2.8,92.3,2.9,99,1.9,290.6,6.1
299,210.8,7.9,149.1,6.5,108.5,2.8,92.3,2.9,98.3,1.9,290.8,6.1
300,210.3,7.9,149.1,6.5,108,2.6,91.6,2.9,99.1,1.9,290.4,6.1
301,210.3,7.9,151.5,6.5,108,2.6,91.6,2.9,99.1,2,290.3,6.1
302,208.9,7.9,151.5,6.3,108,2.6,92.5,3,99.5,2,290.3,6
303,208,8.2,151.5,6.3,106.8,2.6,92.1,3,99.5,2,291,6
304,206.1,8.2,151.8,6.3,106.8,3,91.3,3,99.8,1.9,283.9,6
305,206.1,8.2,151.8,6.1,107.5,3,91.3,3,99.5,1.9,286.5,6
306,201.4,7.8,151.7,6.1,106.6,3,89.5,3,98.8,1.9,286.5,6.1
307,201.4,7.8,151.7,6.1,106.3,2.4,89.7,3,98.8,1.9,285.6,6.1
308,200.4,7.8,150,6.1,105.8,2.4,89.8,3,98.7,2,283.9,6.1
309,200.4,7.8,150,5.8,103.6,2.4,89.8,3.4,98.4,2,284.1,6.1
310,198.2,7.9,146.3,5.8,103.6,2.4,89.3,3.4,98.4,2,284.1,6.3
311,199.7,7.9,149.3,5.8,104.3,2.8,88,3.4,98.4,2,283.1,6.3
312,199.9,7.9,150,5.8,104.5,2.8,87.5,3.4,98.5,2.5,284.3,6.3
313,199.5,7.9,152.3,6.1,106.2,2.8,87.5,3.1,94.6,2.5,284.3,6.2
314,199.5,7.9,152.3,6.1,106.2,2.8,87.6,3.1,97.3,2.5,284.3,6.2
315,195,7.9,152.1,6.1,106.6,2.6,89.7,3.1,97.3,2.4,284.3,6.2
316,195,7.9,151.8,6.2,106.3,2.6,90.6,3.1,98.3,2.4,282.9,6.2
317,195,7.7,149.7,6.2,107,2.6,90.6,3.3,98.4,2.4,281.3,6.7
318,190.3,7.7,149.7,6.2,107,2.8,90.3,3.3,98.4,2.4,276.9,6.7
319,190.3,7.7,150.6,6.2,106.8,2.8,90.3,3.3,98.7,2.4,276.6,6.7
320,190.3,7.7,148.2,6.3,106.8,2.8,90.3,3.3,98.7,2.4,274.6,6.7
321,191.1,8.1,148.7,6.3,106.5,2.8,90.3,3.3,97.6,2.4,274.6,6.9
322,189.3,8.1,148.7,6.3,106.5,2.8,90,3.3,97.6,2.4,274.1,6.9
323,190.8,8.1,150.3,6.3,106.6,2.8,89.3,3.3,97.6,2.6,274.1,6.9
324,190.8,8.1,151.2,6.2,105.3,2.8,89.8,2.8,96.1,2.6,277.9,6.7
325,190.3,8.1,150.4,6.2,106,2.8,89.8,2.8,96.6,2.6,277.9,6.7
326,190.2,8.1,150.4,6.2,106,2.7,90.1,2.8,97.2,2.3,277.9,6.7
327,190.2,8.1,149.3,5.8,105.5,2.7,90,2.8,96,2.3,278.1,6.7
328,191.1,7.8,149.7,5.8,104.5,2.7,90,3,96,2.3,277.6,7.2
329,191.4,7.8,151.5,5.8,106.5,2.4,87.8,3,97.6,2.3,277.6,7.2
330,189.4,7.8,151.5,5.8,106.5,2.4,87.8,3,97.6,2.5,281.3,7.2
331,193.2,7.8,153.2,6.4,105.1,2.4,89.4,3.1,95.4,2.5,281.7,7.2
332,193.2,7.7,152.5,6.4,108.5,2.4,89,3.1,98.3,2.5,281.7,7.4
333,193.8,7.7,152.3,6.4,108.5,3.1,87.8,3.1,98.3,2.5,281.7,7.4
334,192.2,7.7,150.8,6.4,108.5,3.1,89,3.1,98.3,2.7,282.3,7.4
335,192.2,7.7,150.8,6.1,106.8,3.1,89,3,97.5,2.7,282.3,7.2
336,192.2,8.1,151.5,6.1,106.8,3.1,89.8,3,97.5,2.7,287.7,7.2
337,189.2,8.1,152.4,6.1,106.5,2.7,90.9,3,95.3,2.6,287.7,7.2
338,188.3,8.1,151.5,6,106.5,2.7,90.9,3,95.3,2.6,291.6,7.2
339,188.3,8.1,151.5,6,104.3,2.7,91,3,98.7,2.6,291.6,7.3
340,189.8,8.1,151.5,6,104.3,2.6,91,3,99.9,2.6,298.2,7.3
341,191.7,8.1,151.8,6,104.5,2.6,89.1,3,100.5,2.5,298.2,7.3
342,192.4,8.1,151.8,6.3,104.7,2.6,89.3,4,100.5,2.5,299.3,7.3
343,193.2,8,151.8,6.3,104.7,2.6,89.4,4,101.8,2.5,298.6,7.4
344,192.2,8,152.8,6.3,108.3,2.8,89.4,4,101.5,2.5,296.3,7.4
345,190.5,8,152.8,6.3,108.3,2.8,88.3,4,102.6,2.2,296.3,7.4
346,192.3,8,152.8,6.3,106.2,2.8,88.3,3.4,102.6,2.2,293.3,7.5
347,192.3,8,151,6.3,106.5,2.8,88.6,3.4,103.3,2.2,292.1,7.5
348,192.3,8,148.2,6.3,106,2.6,88.6,3.4,103.6,2.5,292.6,7.5
349,191.7,8,148.2,6.3,106,2.6,87,3.4,104.3,2.5,291.8,7.5
350,191.7,8.1,151.8,6.3,104.8,2.6,86.8,3.3,104.3,2.5,289.5,7.6
351,191.5,8.1,152.3,6.3,104.8,2.3,85.6,3.3,102.6,2.5,288.8,7.6
352,191.1,8.1,152.4,6.3,105.1,2.3,85.6,3.3,103.2,2.2,288.8,7.6
353,191.1,8.1,152.4,6.4,105.1,2.3,83.5,3.1,103.2,2.2,288.8,7.6
354,191.7,7.9,151.9,6.4,104.4,2.3,85.3,3.1,101,2.2,288.9,7.6
355,191.7,7.9,152.3,6.4,105,2.5,83.1,3.1,101,2.2,288,7.6
356,191.7,7.9,151.9,6.4,102.8,2.5,83.1,3.1,102.8,2.4,286.2,7.6
357,191.5,7.9,151.9,6.2,102.8,2.5,85.2,3.1,102.8,2.4,284.6,7.8
358,191.5,8.2,151.7,6.2,103.2,2.5,85.8,3.1,102,2.4,283.3,7.8
359,190.9,8.2,151.7,6.2,103,2.5,85.8,3.1,101,2.3,282,7.8
360,192.2,8.2,151.7,6.2,103,2.5,85.8,3.1,99.9,2.3,282,7.8
361,190,7.9,151.7,6.2,103,2.5,86,3.2,99.9,2.3,282,7.8
362,192.2,7.9,151.8,6.2,102.9,2.7,85.3,3.2,99.1,2.3,282,7.8
363,192.2,7.9,152.4,6.2,102.9,2.7,85.6,3.2,100,2.6,282.6,7.8
364,192,7.9,151.7,6.2,102.5,2.7,83.1,3.7,100,2.6,282,7.8
365,194.7,8.1,151.7,6.2,102.5,2.7,83.5,3.7,100,2.6,281.3,7.3
366,195,8.1,150,6.2,102,2.4,83.4,3.7,99.6,2.6,281.3,7.3
367,195,8.1,151,6.2,102.5,2.4,83.4,3.7,99.6,2.4,281.6,7.3
368,195.4,8.1,151.3,6.3,102.9,2.4,80.7,3.1,98.7,2.4,281.6,7.7
369,194.4,8.2,150.9,6.3,102.9,2.4,80.7,3.1,98.7,2.4,278.4,7.7
370,196,8.2,150.6,6.3,103.2,2.7,83.3,3.1,96.5,2.5,278.6,7.7
371,196,8.2,152.5,6.2,102.9,2.7,83.3,3.1,96.5,2.5,277.3,7.7
372,193.9,7.9,152.1,6.2,102.9,2.7,81,2.8,98,2.5,275.8,7.6
373,195.8,7.9,152.1,6.2,101.3,2.4,83.1,2.8,98,2.5,271.5,7.6
374,196.5,7.9,150.4,6.2,101.3,2.4,82.3,2.8,97.6,2.3,273,7.6
375,196.5,7.9,150.4,6.2,103.3,2.4,82.3,3.4,98.1,2.3,272.6,7.6
376,196.5,8.1,148,6.2,104.1,2.4,82.2,3.4,98.4,2.3,272.6,7.5
377,197.1,8.1,148,6.2,102.3,2.6,82.2,3.4,98.1,2.3,270.8,7.5
378,197.1,8.1,149.7,6.2,102.3,2.6,82.3,3.4,98,2.2,272.1,7.5
379,197.1,8.1,148.2,6.2,103,2.6,82.3,3.3,98.3,2.2,271.3,7.7
380,195.4,8,148.2,6.2,102.9,2.6,80.5,3.3,99.3,2.2,271.3,7.7
381,195.8,8,146.7,6.2,102.9,2.7,81.6,3.3,99.3,2.6,270.1,7.7
382,196.7,8,146.7,6.2,103.6,2.7,81.1,3.3,99.6,2.6,268.2,7.7
383,195.9,7.8,144.6,6.2,103.6,2.7,81.1,3.4,98.7,2.6,268.2,7.6
384,194.1,7.8,144.6,6.2,104,2.8,77.8,3.4,98.3,2.6,268.2,7.6
385,194.1,7.8,144,6.2,105,2.8,80.5,3.4,98.3,2.5,269.1,7.6
386,195.2,7.8,143.5,6.3,102.6,2.8,80.3,3.2,98.7,2.5,271.9,7.6
387,195,8,142.3,6.3,105.6,2.8,80.3,3.2,98.8,2.5,271.6,7.4
388,193.8,8,142.3,6.3,105.6,2.3,80.5,3.2,98.4,2.5,270,7.4
389,193.8,8,141.9,6.3,106,2.3,81.1,3.2,98.4,2,270,7.4
390,195.3,8,141.4,6.2,106,2.3,81.1,3.4,98.8,2,266.8,7.7
391,195.4,8.1,139.9,6.2,105,2.3,81.1,3.4,96.8,2,266.8,7.7
392,192,8.1,139.9,6.2,105,2.3,80.5,3.4,97.5,2.7,264.9,7.7
393,193.2,8.1,139.8,6.3,103,2.3,80,3.4,97.5,2.7,265.6,7.7
394,196.2,8,139.3,6.3,103,2.3,79.6,3.1,98,2.7,265.9,7.3
395,194.1,8,138.6,6.3,104,2.7,79.6,3.1,98.1,2.7,265.9,7.3
396,193.9,8,138.4,6.3,104,2.7,80.1,3.1,97.6,2.2,265.8,7.3
397,193.9,8,138.8,6.2,102.3,2.7,80.5,3.1,98,2.2,265.8,7.3
398,192.8,7.9,137.3,6.2,103.3,2.7,80.5,3.1,98,2.2,264.6,7.4
399,193.5,7.9,136.5,6.2,103.3,3,78.3,3.1,96.5,2.2,264.6,7.4
400,192.9,7.9,136.5,6.2,103.3,3,78.3,3.1,96.5,2.3,264.6,7.4
401,194.4,7.9,135.2,5.9,102.5,3,81.5,3.6,95.5,2.3,264.8,7.5
402,194.4,7.8,136,5.9,102.5,3,81.5,3.6,95.5,2.3,264.4,7.5
403,193.7,7.8,136,5.9,102.5,2.6,80.4,3.6,96.1,2.3,264.4,7.5
404,194.4,7.8,136,6,101.7,2.6,80.4,3.6,96.1,2.3,263.3,7.5
405,195.2,7.9,135.9,6,101,2.6,81.5,2.9,95.8,2.3,261.1,7.7
406,195.2,7.9,135,6,101.1,2.5,81.1,2.9,95.8,2.3,259.1,7.7
407,196,7.9,135.9,6,101,2.5,81.3,2.9,96.9,2.5,259.1,7.7
408,197.1,7.9,135.9,6.2,98.7,2.5,81.3,3,96.9,2.5,260.7,7.7
409,196.7,7.8,134.8,6.2,99.9,2.5,81,3,94.8,2.5,259.8,7.7
410,196.7,7.8,133.9,6.2,100,2.7,81,3,96.6,2.5,260.4,7.7
411,195,7.8,134.5,6.2,100,2.7,80.3,3,97.2,2.4,260.4,7.7
412,195.8,7.8,133.9,6.1,98.5,2.7,80.3,3.1,97.2,2.4,260.1,7.6
413,195.4,8,133.9,6.1,100.2,2.7,81.3,3.1,95.4,2.4,259.8,7.6
414,195.6,8,133.8,6.1,99.8,2.6,81.3,3.1,95.3,2.6,259.1,7.6
415,195.6,8,133.8,6.1,99.8,2.6,82,3.1,94.6,2.6,259.1,7.6
416,193.3,7.8,133.2,6.4,99.8,2.6,82,3.1,94.6,2.6,256.5,7.4
417,196.3,7.8,133.2,6.4,99.8,2.8,82.5,3.1,94.6,2.6,256.1,7.4
418,196.3,7.8,133.7,6.4,99.5,2.8,82.5,3.1,95.4,2.2,254.4,7.4
419,195.8,7.8,133.7,6,99.5,2.8,82.6,3.2,95,2.2,254.4,7.4
420,198.2,7.9,132.4,6,99.5,2.8,83.4,3.2,95,2.2,251.8,7.6
421,198.3,7.9,132.4,6,99.5,2.6,83.4,3.2,93.1,2.2,251.8,7.6
422,198.2,7.9,132.6,6,99.9,2.6,83.4,3.2,92,2.2,251.8,7.6
423,196.5,7.9,131.5,6,99.9,2.6,79.8,3.2,91,2.2,252.4,7.5
424,196.5,7.6,130.2,6,98.7,2.6,83.4,3.2,91,2.2,252.4,7.5
425,198,7.6,129.8,6,99.9,2.4,82.2,3.2,89.8,2.5,253.6,7.5
426,198,7.6,126.6,6,100.5,2.4,82.2,3.2,90.6,2.5,253.6,7.5
427,195.9,8,126.6,5.8,100.5,2.4,80.1,3.2,90.6,2.5,255.1,7.2
428,195.9,8,128.8,5.8,100.3,2.4,82.5,3.2,90.3,2.5,256.1,7.2
429,196.8,8,128.7,5.8,99.9,2.4,82.5,3.2,89.4,2.1,255.4,7.2
430,197.8,8,128.1,5.7,98.3,2.4,82.5,3.4,90.8,2.1,255.4,7.2
431,199.2,7.3,128.1,5.7,98.3,2.4,83.8,3.4,90.8,2.1,252,7.4
432,199.2,7.3,127.6,5.7,100.3,2.4,83.4,3.4,90.5,2.1,252.6,7.4
433,199.2,7.3,127.3,5.7,99.3,2.4,84,3.4,91.6,1.8,251.1,7.4
434,199.7,7.3,124.9,5.9,99.8,2.4,83.3,3.6,90.6,1.8,251.3,7.8
435,200.3,7.9,124.9,5.9,99.8,2.4,83.3,3.6,90.6,1.8,250.6,7.8
436,200.3,7.9,126.1,5.9,99.3,2.6,83.5,3.6,89.8,2,250.6,7.8
437,200.1,7.9,125.4,5.9,100.2,2.6,83.5,3.6,89.8,2,250.6,7.8
438,200.3,7.9,125.3,5.7,100,2.6,83.5,3.2,93.1,2,250.6,7.7
439,200.1,7.9,125.3,5.7,100,2.6,82,3.2,93.1,2,250.6,7.7
440,201.6,7.9,125.4,5.7,100.5,2.6,80.3,3.2,93.6,2.3,248.4,7.7
441,201.6,7.9,125.3,5.7,100,2.6,80.3,3.5,93.6,2.3,248.5,7.7
442,203.1,7.5,125.3,5.7,99.3,2.6,80.3,3.5,93.9,2.3,248.5,7.7
443,203.7,7.5,125.3,5.7,100.2,2.4,82,3.5,93.9,2.3,247.2,7.7
444,204.2,7.5,126.9,5.7,100.2,2.4,80.5,3.5,93.8,2.2,247.3,7.7
445,204.2,7.5,126.4,5.6,99,2.4,80.5,3.2,93.8,2.2,247.2,7.6
446,204,7.7,126.1,5.6,98.3,2.4,81.6,3.2,95.7,2.2,247.2,7.6
447,203.4,7.7,124.5,5.6,97.3,2.5,81.9,3.2,95.7,2.7,248.1,7.6
448,203.4,7.7,124.9,5.6,97.3,2.5,82,3.2,93.5,2.7,248.1,7.6
449,203.4,7.9,125.8,5.5,98.5,2.5,82,3.4,93.5,2.7,247.6,8.2
450,205,7.9,125.8,5.5,98.5,2.8,83.3,3.4,93.5,2.7,247.6,8.2
451,203.8,7.9,122.8,5.5,98.5,2.8,83.4,3.4,96.9,2.2,247.2,8.2
452,203.8,7.9,122.8,5.5,98.7,2.8,82.5,3,98.5,2.2,248.3,8.2
453,203.8,8,125.7,5.5,99.3,2.8,82.5,3,98.8,2.2,247.5,8.3
454,201.6,8,125.5,5.5,99.3,2.7,81.6,3,100.5,2.2,247.5,8.3
455,201.6,8,123.8,5.5,98,2.7,80.3,3,100.5,2.2,246.8,8.3
456,202.5,8,126.8,5.8,98,2.7,81.6,3.4,102.6,2.2,246.8,7.8
457,202.5,7.8,126.9,5.8,98.4,2.7,81.3,3.4,107,2.2,245.8,7.8
458,201.2,7.8,127.5,5.8,98.4,2.5,78,3.4,111,2.2,245.8,7.8
459,201.2,7.8,127.3,5.8,97.8,2.5,81.6,3.4,111,2.2,247,7.8
460,199.3,7.8,126,6.1,97.8,2.5,78.5,3.2,117.6,2.2,248.8,7.5
461,199,7.8,126,6.1,98.4,2.5,81.6,3.2,117.6,2.2,249.8,7.5
462,199.8,7.8,126.6,6.1,98.3,2.5,79,3.2,117.9,2.1,248.8,7.5
463,199.8,7.8,126.1,5.8,98.3,2.5,82,3.1,117.9,2.1,248.8,7.5
464,200.3,8.1,126.1,5.8,98.8,2.5,81.1,3.1,120.4,2.1,248.8,7.8
465,200.4,8.1,126.6,5.8,98.7,2.4,81.1,3.1,119.7,2.1,246.9,7.8
466,199.2,8.1,126.6,5.8,98.7,2.4,81.9,3.1,121.6,2.1,244.6,7.8
467,199.2,8.1,126.3,5.8,98.8,2.4,81,2.9,122.3,2.1,245.4,7.8
468,197.8,7.8,126.3,5.8,98.8,2.4,81,2.9,122.3,2.1,245.4,7.8
469,197.3,7.8,126.4,5.8,98,2.2,81,2.9,130.3,2.3,243.8,7.8
470,197.5,7.8,126.4,5.8,98,2.2,81.3,2.9,130.3,2.3,242.3,7.8
471,199.3,7.8,124.5,5.9,98.8,2.2,80.8,3.3,128.8,2.3,242.3,7.4
472,199.3,7.8,125.7,5.9,98.1,2.6,80.5,3.3,130.9,2.3,240.3,7.4
473,198.6,7.8,126,5.9,98.3,2.6,80.3,3.3,130.2,2,240.8,7.4
474,197.4,7.8,126,6,98.3,2.6,80.7,3.1,130.2,2,240.3,7.4
475,195.4,7.8,124.2,6,96.9,2.6,82.2,3.1,130.2,2,240.4,7.4
476,195.4,7.8,125.7,6,99.6,2.8,82.2,3.1,130.7,2,240.4,7.4
477,194.4,7.8,126.1,6,100.5,2.8,82.2,3.1,129.8,2.3,241.2,7.4
478,193.5,7.8,124.5,5.7,98.5,2.8,80.1,3,129.8,2.3,239.8,7.3
479,194.3,8.1,124.5,5.7,98.5,2.8,82.8,3,129,2.3,239.8,7.3
480,194.5,8.1,125.4,5.7,100.8,2.5,82.8,3,129,2.2,240.4,7.3
481,195.2,8.1,125.4,5.7,100.8,2.5,81.6,3,129.2,2.2,240.4,7.3
482,196.8,7.9,125.8,5.4,98.4,2.5,81.5,3.3,128.3,2.2,239.1,7
483,196,7.9,124.5,5.4,100.2,3.1,79.3,3.3,126.9,2.2,241.9,7
484,196,7.9,124.3,5.4,100.6,3.1,83.1,3.3,126.1,2.2,241.9,7
485,195.8,7.9,125.1,5.8,100.6,3.1,82.8,3.2,124.5,2.2,241.9,7
486,195.9,7.7,123.6,5.8,98.4,3.1,82.8,3.2,126,2.2,241.2,7.2
487,194.7,7.7,124.9,5.8,99.1,2.2,83.1,3.2,124.2,2.2,241.2,7.2
488,194.7,7.7,126,5.8,100.2,2.2,83.1,3.2,126.1,2.3,239.7,7.2
489,194.4,7.7,126,5.3,100.2,2.2,83,3.4,126.9,2.3,239.7,7.2
490,195.8,7.6,125.7,5.3,100.2,2.2,83,3.4,126.9,2.3,240.9,7.2
491,195.2,7.6,125.7,5.3,101.5,2.3,82.2,3.4,126.1,2.8,241.9,7.2
492,195.6,7.6,125.3,5.3,100.8,2.3,82.2,3.4,126.6,2.8,242.1,7.2
493,195.6,7.8,125.3,5.2,100.8,2.3,82.6,3.5,126.1,2.8,242.1,7.4
494,197.1,7.8,124.5,5.2,100.5,2.5,82.6,3.5,126.1,2.8,240.8,7.4
495,197.1,7.8,123.1,5.2,100.2,2.5,82.8,3.5,125.5,2.5,242.1,7.4
496,197.1,7.8,124.2,5.4,100.2,2.5,82.8,3.4,125.7,2.5,242.1,7.4
497,197.8,7.7,124.2,5.4,99.5,2.5,81.6,3.4,127,2.5,242.5,7.3
498,197.8,7.7,124.2,5.4,99.6,2.7,83,3.4,127,2.5,242.5,7.3
499,197.5,7.7,123.8,5.4,97.6,2.7,83,3.4,128.8,2.4,242.5,7.3
500,197.5,7.7,121.9,5.5,100.2,2.7,83.7,3.2,130.9,2.4,242.3,6.9
501,197.1,7.8,121.9,5.5,100.2,2.7,83.7,3.2,131.1,2.4,242.3,6.9
502,197.7,7.8,124.5,5.5,100.2,2.7,84,3.2,131.1,2.5,241.6,6.9
503,198,7.8,123.3,5.5,100.3,2.7,81.1,3.2,130.2,2.5,241.9,6.9
504,198.8,8.1,124.5,5.5,100.5,2.7,81.1,3.3,131.1,2.5,241.9,7.2
505,200.5,8.1,124.5,5.5,100.5,2.8,83.1,3.3,131.1,2.5,240.9,7.2
506,200.5,8.1,123.8,5.5,99.5,2.8,83.1,3.3,135.4,2.6,240.9,7.2
507,200.3,8.1,121.8,5.9,99.9,2.8,80.5,3.2,137.7,2.6,242.4,7.2
508,201.8,7.9,122.4,5.9,100,2.8,80.5,3.2,137.7,2.6,242.4,6.9
509,201.6,7.9,122.4,5.9,100,2.8,83.3,3.2,141.4,2.6,242.8,6.9
510,201.9,7.9,122.4,5.9,98.7,2.8,84.1,3.2,142.3,2,242.8,6.9
511,201.2,7.9,123.6,6.1,98.4,2.8,84.1,3.3,141,2,243.3,7
512,199,8.1,122.3,6.1,98.7,2.8,84.1,3.3,142,2,243.3,7
513,199.2,8.1,122.3,6.1,97.5,2.7,84.5,3.3,142,2.5,241.8,7
514,199.9,8.1,123.9,6.1,97.5,2.7,81.6,3.3,142,2.5,241.8,7
515,199.9,7.9,125.4,6.4,98.5,2.7,81.6,3.3,142.9,2.5,241.8,7.3
516,199.9,7.9,125.7,6.4,98.5,2.8,83.7,3.3,141.4,2.5,241.8,7.3
517,199.9,7.9,124,6.4,96.8,2.8,83.8,3.3,141.4,2.4,240.6,7.3
518,199.9,7.9,124,6.6,96.8,2.8,83.5,3.2,142.3,2.4,242.1,7.3
519,199.9,8,126.3,6.6,96.1,2.8,83.5,3.2,140.5,2.4,243.6,7.3
520,197.1,8,126.3,6.6,96.1,2.8,84,3.2,140.5,2.4,243.6,7.3
521,196.5,8,125.8,6.6,94.8,2.8,84.1,3.2,141.4,2.3,241.3,7.3
522,196.3,8,126.6,6.4,97.3,2.8,83.8,3.5,141.2,2.3,242.1,6.8
523,196.3,7.8,128.5,6.4,98,2.8,83.8,3.5,141,2.3,240.8,6.8
524,194.4,7.8,128.5,6.4,98,2.7,83.1,3.5,141.8,2.5,240.8,6.8
525,194.4,7.8,128.1,6.4,98,2.7,83.1,3.5,141.8,2.5,241.9,6.8
526,195.2,7.7,128.1,6.5,97.2,2.7,82.8,3.2,140.1,2.5,242.3,7.2
527,195.2,7.7,129,6.5,96.9,2.7,82.8,3.2,138.9,2.5,243.1,7.2
528,194.3,7.7,129,6.5,96.9,2.7,82.8,3.2,139.9,2.4,243.1,7.2
529,193.5,7.7,127.2,6.6,96.9,2.7,83.3,3.1,139.9,2.4,243.9,7.2
530,193.5,7.7,127.2,6.6,95.4,2.7,82.5,3.1,141.2,2.4,243.3,7.1
531,190.7,7.7,130,6.6,96,2.9,82.5,3.1,141.2,2.4,242.7,7.1
532,190.7,7.7,130,6.6,96,2.9,81.9,3.1,141.9,2.5,242.7,7.1
533,192.8,7.7,129.3,6.5,95.4,2.9,82.3,3.4,141.9,2.5,243,7.1
534,192.2,7.4,129.8,6.5,95.3,2.9,82.2,3.4,141.3,2.5,242.3,7.1
535,189.4,7.4,130.7,6.5,96,2.9,82.2,3.4,141.6,1.6,241.6,7.1
536,190.3,7.4,130.5,6.5,95.5,2.9,80.8,3.4,142.8,1.6,241.6,7.1
537,190.3,7.7,129.6,6.1,93.3,2.9,82,3.4,142.8,1.6,242.8,7.1
538,190.8,7.7,128.4,6.1,94.2,2.9,82.6,3.4,144.9,1.6,242.8,7.1
539,190.7,7.7,130.3,6.1,94.2,2.9,82.6,3.4,144.8,2.4,243.8,7.1
540,188.3,7.7,128.8,6.2,92.3,2.9,82.3,3.2,143.7,2.4,243.4,7.1
541,191.5,7.6,129.3,6.2,93.8,2.9,81.5,3.2,145.8,2.4,243.4,6.9
542,191.5,7.6,130,6.2,94.3,2.9,81,3.2,144.3,2.4,241.5,6.9
543,190.3,7.6,129.2,6.2,93.5,2.9,80.8,3.2,147.3,2.3,241.5,6.9
544,190.5,7.6,129.2,6,93.5,2.9,80.8,3.5,147.3,2.3,238.5,7
545,189.6,7.7,128.3,6,91.3,2.9,81.5,3.5,146.3,2.3,238.5,7
546,189.6,7.7,129,6,92.1,2.9,81.5,3.5,146.3,2.1,238.6,7
547,187.3,7.7,129.2,6,91.2,2.9,80.1,3.5,146.5,2.1,238.6,7
548,187.7,7.7,129.2,6.1,91.2,2.9,81.6,3.3,146.5,2.1,241.3,6.5
549,186.4,7.7,129.4,6.1,91.6,3,82.2,3.3,147.4,2.1,241.3,6.5
550,186.4,7.7,129.4,6.1,91.6,3,82.5,3.3,147.4,2.2,241.9,6.5
551,187.9,7.7,127.5,6.9,91.3,3,80.4,3,146.5,2.2,241.9,6.5
552,186.6,8,127.5,6.9,91.3,3,82,3,146.5,2.2,239.5,6.9
553,187,8,127.8,6.9,92.7,3.1,82.5,3,146.1,2.2,239.3,6.9
554,187,8,128.3,6.9,92.4,3.1,82.5,3,146.1,2.2,239.7,6.9
555,187.2,8,127.8,6.5,92.8,3.1,81.6,3.1,147.4,2.2,239.7,6.5
556,187,8,128.3,6.5,93.1,3.1,81.6,3.1,147.4,2.2,237.3,6.5
557,189.9,8,128.3,6.5,93.1,2.9,82.8,3.1,145.5,2.3,240.9,6.5
558,189.9,8,128.5,6.5,93.3,2.9,82.5,3.1,146.5,2.3,240.8,6.5
559,186.8,7.9,128.5,6.5,93.3,2.9,81.5,3.2,146.7,2.3,240.8,6.7
