Date: 2023/12/11   15:02:13
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,24.9,0.000,0.014,0.922,2.1,Auto,0,15.0,
1,24.9,0.000,0.014,0.922,2.1,Auto,0,15.0,
2,23.6,0.006,0.018,0.914,2.1,Auto,0,15.0,
3,23.6,0.006,0.018,0.914,2.1,Auto,0,15.0,
4,26.7,-0.002,0.008,0.919,2.3,Auto,0,15.0,
5,27.0,0.008,0.024,0.905,2.3,Auto,0,15.0,
6,27.3,0.021,0.029,0.915,2.3,Auto,0,15.0,
7,27.3,0.021,0.029,0.915,2.3,Auto,0,15.0,
8,27.4,0.019,0.027,0.920,2.1,Auto,0,15.0,
9,28.1,-0.001,0.019,0.903,2.1,Auto,0,15.0,
10,27.9,0.001,0.012,0.928,2.1,Auto,0,15.0,
11,27.9,0.001,0.012,0.928,2.2,Auto,0,15.0,
12,27.0,-0.004,0.018,0.914,2.2,Auto,0,15.0,
13,23.7,0.013,0.018,0.902,2.2,Auto,0,15.0,
14,26.3,0.016,0.025,0.912,2.2,Auto,0,15.0,
15,26.3,0.016,0.025,0.912,2.2,Auto,0,15.0,
16,26.8,0.007,0.021,0.915,2.2,Auto,0,15.0,
17,26.7,0.010,0.020,0.913,2.2,Auto,0,15.0,
18,25.5,0.011,0.022,0.913,2.2,Auto,0,15.0,
19,25.5,0.011,0.022,0.913,2.2,Auto,0,15.0,
20,25.3,0.025,0.030,0.917,2.2,Auto,0,15.0,
21,25.3,0.006,0.019,0.900,2.2,Auto,0,15.0,
22,25.2,0.011,0.017,0.917,2.1,Auto,0,15.0,
23,25.3,-0.000,0.021,0.920,2.1,Auto,0,15.0,
24,25.3,-0.000,0.021,0.920,2.1,Auto,0,15.0,
25,25.1,0.005,0.016,0.917,2.1,Auto,0,15.0,
26,23.1,0.008,0.018,0.915,2.2,Auto,0,15.0,
27,25.6,0.004,0.021,0.899,2.2,Auto,0,15.0,
28,25.6,0.004,0.021,0.899,2.2,Auto,0,15.0,
29,25.5,0.012,0.023,0.930,2.2,Auto,0,15.0,
30,25.5,0.012,0.035,0.917,2.1,Auto,0,15.0,
31,25.6,0.019,0.026,0.913,2.1,Auto,0,15.0,
32,25.6,0.019,0.026,0.913,2.1,Auto,0,15.0,
33,25.8,0.025,0.023,0.918,2.0,Auto,0,15.0,
34,24.3,0.008,0.027,0.906,2.0,Auto,0,15.0,
35,26.4,-0.007,0.017,0.917,2.0,Auto,0,15.0,
36,26.4,-0.007,0.017,0.917,2.0,Auto,0,15.0,
37,26.3,0.007,0.023,0.915,2.2,Auto,0,15.0,
38,28.1,0.013,0.026,0.911,2.2,Auto,0,15.0,
39,28.2,0.021,0.023,0.911,2.2,Auto,0,15.0,
40,28.2,0.021,0.023,0.911,2.2,Auto,0,15.0,
41,24.4,0.016,0.002,0.917,2.4,Auto,0,15.0,
42,28.6,0.013,-0.004,0.915,2.4,Auto,0,15.0,
43,30.3,0.027,0.005,0.919,2.4,Auto,0,15.0,
44,31.9,0.018,0.017,0.916,2.3,Auto,0,15.0,
45,35.1,-0.018,0.052,0.910,2.3,Auto,0,15.0,
46,35.1,-0.018,0.052,0.910,2.3,Auto,0,15.0,
47,35.4,-0.016,0.042,0.908,2.3,Auto,0,15.0,
48,38.1,-0.012,0.035,0.903,1.8,Auto,0,15.0,
49,47.7,0.026,0.012,0.923,1.8,Auto,0,15.0,
50,47.7,0.026,0.012,0.923,1.8,Auto,0,15.0,
51,54.3,0.030,-0.007,0.920,1.8,Auto,0,15.0,
52,62.5,-0.011,0.030,0.912,2.3,Auto,0,15.0,
53,82.0,-0.034,0.049,0.912,2.3,Auto,0,15.0,
54,92.0,-0.005,0.050,0.907,2.3,Auto,0,15.0,
55,92.0,-0.005,0.050,0.907,2.1,Auto,0,15.0,
56,103.8,0.058,0.039,0.915,2.1,Auto,0,15.0,
57,114.6,0.042,0.022,0.931,2.1,Auto,0,15.0,
58,121.2,-0.017,-0.031,0.956,2.1,Auto,0,15.0,
59,121.2,-0.017,-0.031,0.956,2.2,Auto,0,15.0,
60,131.3,-0.007,0.028,0.917,2.2,Auto,0,15.0,
61,133.5,-0.015,0.054,0.890,2.2,Auto,0,15.0,
62,154.3,-0.098,0.046,0.897,2.2,Auto,0,15.0,
63,154.3,-0.098,0.046,0.897,2.2,Auto,0,15.0,
64,157.5,-0.120,0.055,0.892,2.2,Auto,0,15.0,
65,171.0,-0.107,0.051,0.908,2.2,Auto,0,15.0,
66,175.0,-0.084,0.035,0.921,2.1,Auto,0,15.0,
67,175.0,-0.084,0.035,0.921,2.1,Auto,0,15.0,
68,174.4,-0.068,0.037,0.924,2.1,Auto,0,15.0,
69,180.3,-0.081,0.034,0.910,2.1,Auto,0,15.0,
