Date: 2023/07/11   22:33:48
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,40.4,-0.022,-0.024,1.037,2.5,Auto,0,15.0,
1,37.9,-0.043,-0.007,1.030,2.5,Auto,0,15.0,
2,37.9,-0.043,-0.007,1.030,2.5,Auto,0,15.0,
3,32.3,-0.053,0.020,1.037,2.5,Auto,0,15.0,
4,32.3,-0.053,0.020,1.037,2.7,Auto,0,15.0,
5,27.1,-0.051,-0.075,1.039,2.7,Auto,0,15.0,
6,25.5,-0.014,0.002,1.034,2.7,Auto,0,15.0,
7,22.2,-0.019,-0.000,1.044,2.3,Auto,0,15.0,
8,22.2,-0.019,-0.000,1.044,2.3,Auto,0,15.0,
9,23.6,-0.021,0.063,0.998,2.3,Auto,0,15.0,
10,22.6,-0.008,-0.108,1.030,2.3,Auto,0,15.0,
11,22.6,-0.008,-0.108,1.030,2.5,Auto,0,15.0,
12,34.6,-0.019,0.005,1.037,2.5,Auto,0,15.0,
13,43.4,-0.073,0.001,1.025,2.5,Auto,0,15.0,
14,55.5,-0.041,-0.011,1.044,2.5,Auto,0,15.0,
15,59.7,-0.024,-0.026,1.037,2.6,Auto,0,15.0,
16,59.7,-0.024,-0.026,1.037,2.6,Auto,0,15.0,
17,63.6,-0.029,-0.022,1.038,2.6,Auto,0,15.0,
18,75.5,-0.007,-0.032,1.033,2.3,Auto,0,15.0,
19,81.8,-0.022,-0.019,1.040,2.3,Auto,0,15.0,
20,81.8,-0.022,-0.019,1.040,2.3,Auto,0,15.0,
21,91.2,-0.057,-0.002,1.033,2.3,Auto,0,15.0,
22,96.6,-0.055,-0.022,1.034,2.5,Auto,0,15.0,
23,99.1,-0.035,-0.022,1.041,2.5,Auto,0,15.0,
24,99.1,-0.035,-0.022,1.041,2.5,Auto,0,15.0,
25,99.9,-0.043,-0.011,1.032,2.5,Auto,0,15.0,
26,101.5,-0.035,-0.027,1.038,2.4,Auto,0,15.0,
