Date: 2023/12/06   09:48:08
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,206.5,0.002,0.050,0.920,1.7,Auto,0,15.0,
1,206.5,0.002,0.050,0.920,1.7,Auto,0,15.0,
2,204.9,0.011,0.047,0.920,1.7,Auto,0,15.0,
3,204.2,-0.002,0.049,0.914,1.7,Auto,0,15.0,
4,203.5,0.007,0.041,0.913,1.8,Auto,0,15.0,
5,204.8,-0.007,0.086,0.907,1.8,Auto,0,15.0,
6,209.4,-0.022,0.042,0.923,1.8,Auto,0,15.0,
7,209.4,-0.022,0.042,0.923,1.8,Auto,0,15.0,
8,211.5,0.006,0.048,0.900,1.8,Auto,0,15.0,
9,214.8,-0.005,0.045,0.922,1.8,Auto,0,15.0,
10,217.7,-0.009,0.072,0.936,1.8,Auto,0,15.0,
11,217.7,-0.009,0.072,0.936,1.8,Auto,0,15.0,
12,220.8,-0.041,0.063,0.940,1.8,Auto,0,15.0,
13,223.0,-0.008,0.065,0.910,1.8,Auto,0,15.0,
14,225.8,-0.016,0.054,0.898,1.8,Auto,0,15.0,
15,230.3,0.030,0.021,0.959,1.8,Auto,0,15.0,
16,230.3,0.030,0.021,0.959,1.8,Auto,0,15.0,
17,235.6,0.023,-0.010,0.975,1.8,Auto,0,15.0,
18,245.3,0.048,-0.009,0.997,1.8,Auto,0,15.0,
19,252.9,0.071,-0.004,0.999,1.4,Auto,0,15.0,
20,252.9,0.071,-0.004,0.999,1.4,Auto,0,15.0,
21,257.4,0.041,-0.001,0.993,1.4,Auto,0,15.0,
22,263.8,0.024,0.021,0.964,1.4,Auto,0,15.0,
23,268.1,0.045,0.022,0.938,2.9,Auto,0,15.0,
24,272.7,0.039,0.015,0.942,2.9,Auto,0,15.0,
25,287.8,0.037,0.016,0.935,2.9,Auto,0,15.0,
26,287.8,0.037,0.016,0.935,2.3,Auto,0,15.0,
27,303.8,0.030,0.013,0.933,2.3,Auto,0,15.0,
28,303.8,0.030,0.013,0.933,2.3,Auto,0,15.0,
29,306.4,0.032,0.016,0.932,2.3,Auto,0,15.0,
30,317.4,0.016,0.019,0.916,2.0,Auto,0,15.0,
31,317.4,0.016,0.019,0.916,2.0,Auto,0,15.0,
32,325.2,0.012,0.015,0.911,2.0,Auto,0,15.0,
33,325.2,0.012,0.015,0.911,2.0,Auto,0,15.0,
34,330.9,-0.001,0.015,0.898,2.0,Auto,0,15.0,
35,332.7,-0.008,0.012,0.908,2.0,Auto,0,15.0,
36,332.7,-0.008,0.012,0.908,2.0,Auto,0,15.0,
37,337.6,0.017,0.015,0.874,1.6,Auto,0,15.0,
38,337.6,0.017,0.015,0.874,1.6,Auto,0,15.0,
39,342.3,0.012,0.018,0.878,1.6,Auto,0,15.0,
40,342.3,0.012,0.018,0.878,1.6,Auto,0,15.0,
41,349.8,0.026,0.019,0.892,1.6,Auto,0,15.0,
42,349.8,0.026,0.019,0.892,1.6,Auto,0,15.0,
43,352.5,0.023,0.018,0.906,1.6,Auto,0,15.0,
44,355.6,0.032,0.022,0.890,1.6,Auto,0,15.0,
45,357.9,0.026,0.014,0.905,1.4,Auto,0,15.0,
46,357.9,0.026,0.014,0.905,1.4,Auto,0,15.0,
47,357.3,0.036,0.017,0.899,1.4,Auto,0,15.0,
48,356.3,0.032,0.018,0.892,1.6,Auto,0,15.0,
49,354.4,0.015,0.025,0.890,1.6,Auto,0,15.0,
50,354.6,0.025,0.026,0.896,1.6,Auto,0,15.0,
51,354.6,0.025,0.026,0.896,1.6,Auto,0,15.0,
52,355.1,0.025,0.024,0.899,1.9,Auto,0,15.0,
53,354.6,0.037,0.022,0.907,1.9,Auto,0,15.0,
54,353.8,0.049,0.015,0.918,1.9,Auto,0,15.0,
55,353.8,0.049,0.015,0.918,1.9,Auto,0,15.0,
56,353.8,0.047,0.028,0.928,1.9,Auto,0,15.0,
57,354.0,0.021,0.026,0.908,1.9,Auto,0,15.0,
58,353.8,0.026,0.034,0.927,1.9,Auto,0,15.0,
59,353.8,0.026,0.034,0.927,1.5,Auto,0,15.0,
60,353.4,0.045,0.025,0.919,1.5,Auto,0,15.0,
61,353.8,0.036,0.039,0.911,1.5,Auto,0,15.0,
62,354.6,0.040,0.044,0.899,1.5,Auto,0,15.0,
63,354.6,0.040,0.044,0.899,2.3,Auto,0,15.0,
64,355.3,0.032,0.044,0.906,2.3,Auto,0,15.0,
65,356.3,0.029,0.043,0.911,2.3,Auto,0,15.0,
66,357.0,0.049,0.028,0.934,2.4,Auto,0,15.0,
