Date: 2023/12/11   14:00:11
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,175.3,-0.003,-0.031,0.914,2.2,Auto,0,15.0,
1,175.3,-0.003,-0.031,0.914,2.2,Auto,0,15.0,
2,180.4,-0.001,-0.026,0.920,2.5,Auto,0,15.0,
3,180.4,-0.001,-0.026,0.920,2.5,Auto,0,15.0,
4,181.7,0.013,0.007,0.919,2.5,Auto,0,15.0,
5,186.0,0.062,0.020,0.909,2.5,Auto,0,15.0,
6,186.0,0.062,0.020,0.909,2.4,Auto,0,15.0,
7,189.4,0.028,0.005,0.910,2.4,Auto,0,15.0,
8,193.7,0.002,-0.020,0.912,2.4,Auto,0,15.0,
9,195.4,0.023,-0.005,0.911,2.4,Auto,0,15.0,
10,196.2,0.021,-0.009,0.914,2.5,Auto,0,15.0,
11,196.3,0.026,0.002,0.904,2.5,Auto,0,15.0,
12,195.8,0.013,-0.022,0.899,2.5,Auto,0,15.0,
13,197.3,0.015,-0.012,0.911,2.4,Auto,0,15.0,
14,199.2,-0.012,-0.030,0.917,2.4,Auto,0,15.0,
15,199.2,-0.012,-0.030,0.917,2.4,Auto,0,15.0,
16,199.7,0.041,0.000,0.905,2.4,Auto,0,15.0,
17,200.5,0.023,0.001,0.913,2.3,Auto,0,15.0,
18,203.7,0.019,-0.002,0.911,2.3,Auto,0,15.0,
19,203.7,0.019,-0.002,0.911,2.3,Auto,0,15.0,
20,204.6,0.028,0.000,0.913,2.3,Auto,0,15.0,
21,205.7,0.023,0.008,0.904,2.4,Auto,0,15.0,
22,205.0,0.011,-0.011,0.904,2.4,Auto,0,15.0,
23,205.0,0.011,-0.011,0.904,2.4,Auto,0,15.0,
24,204.8,0.010,-0.009,0.914,2.5,Auto,0,15.0,
25,205.8,0.012,-0.017,0.915,2.5,Auto,0,15.0,
26,205.8,0.012,-0.017,0.915,2.5,Auto,0,15.0,
27,205.8,0.012,-0.017,0.915,2.5,Auto,0,15.0,
28,206.7,0.026,0.001,0.904,2.3,Auto,0,15.0,
29,206.4,0.017,-0.008,0.903,2.3,Auto,0,15.0,
30,206.4,0.012,-0.008,0.900,2.3,Auto,0,15.0,
31,206.4,0.012,-0.008,0.900,2.3,Auto,0,15.0,
32,211.8,-0.001,-0.025,0.909,2.5,Auto,0,15.0,
33,211.8,-0.001,-0.025,0.909,2.5,Auto,0,15.0,
34,214.2,-0.048,-0.034,0.911,2.5,Auto,0,15.0,
35,216.2,-0.043,-0.020,0.908,2.1,Auto,0,15.0,
36,217.0,0.048,-0.078,0.906,2.1,Auto,0,15.0,
37,217.0,0.048,-0.078,0.906,2.1,Auto,0,15.0,
38,217.7,0.003,-0.027,0.914,2.1,Auto,0,15.0,
