Date: 2023/12/11   16:16:52
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,199.2,0.017,0.027,0.913,2.1,Auto,0,15.0,
1,199.7,0.003,0.008,0.917,2.1,Auto,0,15.0,
2,200.5,0.007,0.017,0.906,2.1,Auto,0,15.0,
3,200.8,0.009,0.013,0.906,2.1,Auto,0,15.0,
4,200.8,0.009,0.013,0.906,2.3,Auto,0,15.0,
5,200.4,-0.004,0.008,0.906,2.3,Auto,0,15.0,
6,200.4,-0.004,0.008,0.906,2.3,Auto,0,15.0,
7,199.0,-0.001,-0.006,0.913,2.3,Auto,0,15.0,
8,199.0,-0.001,-0.006,0.913,2.3,Auto,0,15.0,
9,198.8,-0.001,0.001,0.920,2.3,Auto,0,15.0,
10,199.0,0.000,0.010,0.912,2.3,Auto,0,15.0,
11,199.5,0.007,0.018,0.913,2.3,Auto,0,15.0,
12,199.5,0.007,0.018,0.913,2.3,Auto,0,15.0,
13,199.9,0.013,0.016,0.899,2.3,Auto,0,15.0,
14,199.8,0.008,0.026,0.913,2.3,Auto,0,15.0,
15,200.8,0.006,0.016,0.900,2.1,Auto,0,15.0,
16,200.8,0.006,0.016,0.900,2.1,Auto,0,15.0,
17,202.2,0.010,0.016,0.916,2.1,Auto,0,15.0,
18,202.2,0.010,0.016,0.916,2.0,Auto,0,15.0,
19,202.0,0.006,0.010,0.916,2.0,Auto,0,15.0,
20,202.0,0.006,0.010,0.916,2.0,Auto,0,15.0,
21,202.0,-0.003,0.016,0.916,2.0,Auto,0,15.0,
22,201.2,0.004,0.015,0.912,2.1,Auto,0,15.0,
23,201.2,0.004,0.015,0.912,2.1,Auto,0,15.0,
24,201.2,0.004,0.015,0.912,2.1,Auto,0,15.0,
25,199.0,0.003,0.006,0.904,2.1,Auto,0,15.0,
26,198.8,0.006,0.003,0.922,2.1,Auto,0,15.0,
27,198.8,0.006,0.003,0.922,2.1,Auto,0,15.0,
28,199.0,-0.000,0.008,0.904,2.1,Auto,0,15.0,
29,199.0,-0.000,0.008,0.904,2.2,Auto,0,15.0,
30,199.3,0.016,0.017,0.912,2.2,Auto,0,15.0,
31,199.3,0.016,0.017,0.912,2.2,Auto,0,15.0,
32,199.7,0.009,0.009,0.910,2.2,Auto,0,15.0,
33,199.9,0.005,0.010,0.920,2.2,Auto,0,15.0,
34,199.8,0.005,0.017,0.909,2.2,Auto,0,15.0,
35,199.8,0.005,0.017,0.909,2.2,Auto,0,15.0,
36,199.9,0.005,0.010,0.910,2.2,Auto,0,15.0,
37,199.3,0.003,0.011,0.907,2.2,Auto,0,15.0,
38,198.9,0.001,0.008,0.920,2.2,Auto,0,15.0,
39,198.9,0.001,0.008,0.920,2.2,Auto,0,15.0,
40,198.3,0.007,0.011,0.917,2.0,Auto,0,15.0,
