Date: 2023/12/05   10:53:57
Time,Grip Force(g),Acce.X (G),Acce.Y (G),Acce.Z (G),Height (cm),Mode,Trig,Assigned height(cm),
0,2.1,-0.019,0.026,0.909,2.3,Auto,0,15.0,
1,1.9,-0.015,0.022,0.896,2.3,Auto,0,15.0,
2,1.9,-0.015,0.022,0.896,2.2,Auto,0,15.0,
3,1.9,-0.015,0.022,0.896,2.2,Auto,0,15.0,
4,1.6,-0.009,0.023,0.895,2.2,Auto,0,15.0,
5,1.8,-0.007,0.025,0.911,2.2,Auto,0,15.0,
6,1.8,-0.021,0.027,0.898,2.1,Auto,0,15.0,
7,1.5,-0.024,0.032,0.916,2.1,Auto,0,15.0,
8,1.5,-0.024,0.032,0.916,2.1,Auto,0,15.0,
9,1.8,-0.014,0.029,0.898,2.1,Auto,0,15.0,
10,1.8,-0.014,0.029,0.898,2.2,Auto,0,15.0,
11,1.8,-0.014,0.029,0.898,2.2,Auto,0,15.0,
12,1.9,-0.021,0.020,0.914,2.2,Auto,0,15.0,
13,1.9,-0.021,0.020,0.914,2.4,Auto,0,15.0,
14,0.3,-0.007,0.025,0.903,2.4,Auto,0,15.0,
15,1.5,-0.019,0.030,0.914,2.4,Auto,0,15.0,
16,1.9,-0.010,0.020,0.910,2.4,Auto,0,15.0,
17,1.9,-0.014,0.021,0.897,2.3,Auto,0,15.0,
18,1.9,-0.014,0.021,0.897,2.3,Auto,0,15.0,
19,2.1,-0.015,0.020,0.902,2.3,Auto,0,15.0,
20,1.6,-0.015,0.021,0.904,2.3,Auto,0,15.0,
21,1.6,-0.015,0.021,0.904,2.3,Auto,0,15.0,
22,1.3,-0.016,0.027,0.924,2.3,Auto,0,15.0,
23,1.6,-0.019,0.026,0.914,2.3,Auto,0,15.0,
24,1.9,-0.019,0.013,0.901,2.3,Auto,0,15.0,
25,1.9,-0.016,0.010,0.903,2.3,Auto,0,15.0,
26,1.9,-0.016,0.010,0.903,2.3,Auto,0,15.0,
27,1.6,-0.013,0.023,0.916,2.3,Auto,0,15.0,
28,2.3,-0.018,0.026,0.925,2.2,Auto,0,15.0,
29,1.8,-0.022,0.033,0.911,2.2,Auto,0,15.0,
30,1.8,-0.022,0.033,0.911,2.2,Auto,0,15.0,
31,0.6,-0.020,0.024,0.903,2.2,Auto,0,15.0,
32,0.6,-0.020,0.024,0.903,2.3,Auto,0,15.0,
33,1.9,-0.022,0.018,0.904,2.3,Auto,0,15.0,
34,1.9,-0.022,0.018,0.904,2.3,Auto,0,15.0,
35,2.1,-0.026,0.031,0.914,2.2,Auto,0,15.0,
36,2.1,-0.026,0.031,0.914,2.2,Auto,0,15.0,
37,1.9,-0.018,0.028,0.918,2.2,Auto,0,15.0,
38,1.9,-0.017,0.026,0.905,2.2,Auto,0,15.0,
39,1.9,-0.017,0.026,0.905,2.4,Auto,0,15.0,
40,1.6,-0.018,0.020,0.917,2.4,Auto,0,15.0,
41,1.6,-0.018,0.020,0.917,2.4,Auto,0,15.0,
42,1.6,-0.018,0.020,0.917,2.4,Auto,0,15.0,
43,1.8,-0.026,0.029,0.912,2.4,Auto,0,15.0,
44,1.8,-0.020,0.021,0.905,2.4,Auto,0,15.0,
45,1.8,-0.020,0.021,0.905,2.4,Auto,0,15.0,
46,1.9,-0.021,0.016,0.909,2.3,Auto,0,15.0,
47,1.6,-0.021,0.020,0.909,2.3,Auto,0,15.0,
48,1.6,-0.013,0.020,0.914,2.3,Auto,0,15.0,
49,1.8,-0.019,0.022,0.913,2.3,Auto,0,15.0,
50,1.9,-0.019,0.025,0.925,2.4,Auto,0,15.0,
51,1.8,-0.012,0.026,0.914,2.4,Auto,0,15.0,
52,1.8,-0.012,0.026,0.914,2.4,Auto,0,15.0,
53,1.6,-0.023,0.023,0.913,2.4,Auto,0,15.0,
54,1.9,-0.016,0.017,0.911,2.2,Auto,0,15.0,
55,0.4,-0.016,0.021,0.908,2.2,Auto,0,15.0,
56,1.6,-0.016,0.024,0.921,2.2,Auto,0,15.0,
57,1.6,-0.016,0.024,0.921,2.4,Auto,0,15.0,
58,1.9,-0.012,0.025,0.917,2.4,Auto,0,15.0,
59,1.8,-0.020,0.025,0.912,2.4,Auto,0,15.0,
60,1.8,-0.017,0.020,0.915,2.4,Auto,0,15.0,
61,1.8,-0.017,0.020,0.915,2.2,Auto,0,15.0,
62,0.0,-0.021,0.019,0.911,2.2,Auto,0,15.0,
63,1.8,-0.011,0.026,0.915,2.2,Auto,0,15.0,
64,1.8,-0.011,0.026,0.915,2.2,Auto,0,15.0,
65,1.8,-0.011,0.026,0.915,2.4,Auto,0,15.0,
66,1.8,-0.011,0.025,0.912,2.4,Auto,0,15.0,
67,1.9,-0.016,0.022,0.915,2.4,Auto,0,15.0,
68,1.5,-0.014,0.014,0.912,2.1,Auto,0,15.0,
69,1.5,-0.014,0.014,0.912,2.1,Auto,0,15.0,
70,1.8,-0.015,0.029,0.908,2.1,Auto,0,15.0,
71,1.8,-0.015,0.029,0.908,2.1,Auto,0,15.0,
72,1.8,-0.011,0.028,0.920,2.2,Auto,0,15.0,
73,1.8,-0.015,0.028,0.918,2.2,Auto,0,15.0,
74,1.8,-0.023,0.022,0.920,2.2,Auto,0,15.0,
75,1.8,-0.023,0.022,0.920,2.2,Auto,0,15.0,
76,1.8,-0.012,0.019,0.899,2.5,Auto,0,15.0,
77,1.8,-0.017,0.033,0.909,2.5,Auto,0,15.0,
78,1.1,-0.016,0.020,0.911,2.5,Auto,0,15.0,
79,1.6,-0.018,0.022,0.910,2.5,Auto,0,15.0,
80,1.6,-0.018,0.022,0.910,2.5,Auto,0,15.0,
81,1.9,-0.018,0.026,0.912,2.5,Auto,0,15.0,
82,1.8,-0.017,0.027,0.924,2.5,Auto,0,15.0,
83,1.8,-0.017,0.027,0.924,2.1,Auto,0,15.0,
84,1.8,-0.014,0.018,0.913,2.1,Auto,0,15.0,
85,1.8,-0.021,0.030,0.906,2.1,Auto,0,15.0,
86,4.6,-0.019,0.027,0.913,2.1,Auto,0,15.0,
87,6.5,-0.008,0.047,0.910,2.2,Auto,0,15.0,
88,6.5,-0.008,0.047,0.910,2.2,Auto,0,15.0,
89,10.0,-0.030,0.071,0.918,2.2,Auto,0,15.0,
90,16.6,-0.037,-0.012,0.911,2.4,Auto,0,15.0,
91,29.8,0.010,-0.006,0.915,2.4,Auto,0,15.0,
92,29.8,0.010,-0.006,0.915,2.4,Auto,0,15.0,
93,41.1,-0.031,0.021,0.917,2.4,Auto,0,15.0,
94,49.2,-0.002,0.000,0.922,2.5,Auto,0,15.0,
95,75.8,-0.019,0.142,0.921,2.5,Auto,0,15.0,
96,75.8,-0.019,0.142,0.921,2.5,Auto,0,15.0,
97,104.5,-0.033,0.018,0.914,2.5,Auto,0,15.0,
98,104.5,-0.033,0.018,0.914,2.4,Auto,0,15.0,
99,133.2,0.038,0.135,0.906,2.4,Auto,0,15.0,
100,133.2,0.038,0.135,0.906,2.4,Auto,0,15.0,
101,145.0,-0.041,0.122,0.918,2.3,Auto,0,15.0,
102,199.5,-0.033,0.037,0.925,2.3,Auto,0,15.0,
103,199.5,-0.033,0.037,0.925,2.3,Auto,0,15.0,
